linea,nombre_estacion,orden,tipoTransporte,urlInformacionEstacion
7,ramón y cajal,15,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_64.aspx
7,mirasierra-paco de lucía,16,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_145.aspx
7,pitis,17,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_58.aspx
7,las rozas,18,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_68.aspx
7,majadahonda,19,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_42.aspx
7,el barrial - c.c. pozuelo,20,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_13.aspx
7,pozuelo,21,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_60.aspx
7,aravaca,22,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_9.aspx
7,príncipe pío,23,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_61.aspx
2,colonia jardín,0,10,/tu-transporte-publico/metro-ligero/estaciones/10_10.aspx
2,prado de la vega,1,10,/tu-transporte-publico/metro-ligero/estaciones/10_11.aspx
2,colonia de los ángeles,2,10,/tu-transporte-publico/metro-ligero/estaciones/10_12.aspx
2,prado del rey,3,10,/tu-transporte-publico/metro-ligero/estaciones/10_13.aspx
2,somosaguas sur,4,10,/tu-transporte-publico/metro-ligero/estaciones/10_14.aspx
2,somosaguas centro,5,10,/tu-transporte-publico/metro-ligero/estaciones/10_15.aspx
4b,parla,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_53.aspx
4b,getafe sector 3,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_36.aspx
4b,getafe centro,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_34.aspx
4b,las margaritas - universidad,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_43.aspx
4b,villaverde alto,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_92.aspx
4b,villaverde bajo,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_93.aspx
4b,atocha,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
4b,sol,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_122.aspx
4b,nuevos ministerios,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
4a,parla,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_53.aspx
4a,getafe sector 3,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_36.aspx
4a,getafe centro,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_34.aspx
4a,las margaritas - universidad,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_43.aspx
4a,villaverde alto,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_92.aspx
4a,villaverde bajo,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_93.aspx
4a,atocha,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
4a,sol,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_122.aspx
4a,nuevos ministerios,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
4a,chamartín,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
2,pozuelo oeste,6,10,/tu-transporte-publico/metro-ligero/estaciones/10_16.aspx
2,bélgica,7,10,/tu-transporte-publico/metro-ligero/estaciones/10_18.aspx
2,dos castillas,8,10,/tu-transporte-publico/metro-ligero/estaciones/10_19.aspx
2,campus de somosaguas,9,10,/tu-transporte-publico/metro-ligero/estaciones/10_20.aspx
2,avenida de europa,10,10,/tu-transporte-publico/metro-ligero/estaciones/10_21.aspx
2,berna,11,10,/tu-transporte-publico/metro-ligero/estaciones/10_22.aspx
2,estación de aravaca,12,10,/tu-transporte-publico/metro-ligero/estaciones/10_23.aspx
4b,chamartín,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
4b,fuencarral,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_31.aspx
4b,cantoblanco universidad,11,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_15.aspx
4b,el goloso,12,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_37.aspx
4b,tres cantos,13,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_83.aspx
4b,colmenar viejo,14,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_21.aspx
4a,fuencarral,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_31.aspx
4a,cantoblanco universidad,11,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_15.aspx
4a,universidad p. comillas,12,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_84.aspx
4a,valdelasfuentes,13,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_85.aspx
4a,alcobendas - s.s. de los reyes,14,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_4.aspx
3a,aranjuez,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_8.aspx
3a,ciempozuelos,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_19.aspx
3a,valdemoro,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_86.aspx
3a,pinto,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_56.aspx
3a,getafe industrial,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_35.aspx
3a,el casar,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_103.aspx
3a,san cristóbal industrial,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_70.aspx
3a,san cristóbal de los ángeles,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_69.aspx
3a,villaverde bajo,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_93.aspx
3a,atocha,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
3a,sol,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_122.aspx
3a,nuevos ministerios,11,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
3a,chamartín,12,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
3a,ramón y cajal,13,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_64.aspx
3a,mirasierra-paco de lucía,14,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_145.aspx
3a,pitis,15,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_58.aspx
3a,pinar de las rozas,16,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_55.aspx
3a,las matas,17,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_44.aspx
3a,torrelodones,18,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_82.aspx
3a,galapagar - la navata,19,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_33.aspx
3a,villalba,20,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_91.aspx
3a,san yago,21,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_74.aspx
3a,las zorreras,22,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_96.aspx
3a,el escorial,23,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_29.aspx
3a,zarzalejo,24,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_94.aspx
3a,robledo de chavela,25,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_67.aspx
3a,santa maría de la alameda,26,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_76.aspx
2,guadalajara,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_38.aspx
2,azuqueca,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_12.aspx
2,meco,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_45.aspx
2,alcalá de henares universidad,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_3.aspx
2,alcalá de henares,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_2.aspx
2,la garena,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_106.aspx
2,soto del henares,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_143.aspx
2,torrejón de ardoz,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_81.aspx
2,san fernando,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_71.aspx
2,coslada,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_22.aspx
2,vicálvaro,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_90.aspx
2,santa eugenia,11,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_75.aspx
2,vallecas,12,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_87.aspx
2,el pozo,13,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_59.aspx
2,asamblea de madrid-entrevías,14,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_10.aspx
2,atocha,15,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
2,recoletos,16,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_65.aspx
2,nuevos ministerios,17,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
2,chamartín,18,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
3,aranjuez,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_8.aspx
3,ciempozuelos,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_19.aspx
3,valdemoro,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_86.aspx
3,pinto,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_56.aspx
3,getafe industrial,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_35.aspx
3,el casar,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_103.aspx
3,san cristóbal industrial,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_70.aspx
3,san cristóbal de los ángeles,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_69.aspx
3,villaverde bajo,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_93.aspx
3,atocha,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
3,sol,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_122.aspx
3,nuevos ministerios,11,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
3,chamartín,12,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
51,pinar de chamartín,0,10,/tu-transporte-publico/metro-ligero/estaciones/10_1.aspx
51,fuente de la mora,1,10,/tu-transporte-publico/metro-ligero/estaciones/10_2.aspx
51,virgen del cortijo,2,10,/tu-transporte-publico/metro-ligero/estaciones/10_3.aspx
51,antonio saura,3,10,/tu-transporte-publico/metro-ligero/estaciones/10_4.aspx
51,álvarez de villaamil,4,10,/tu-transporte-publico/metro-ligero/estaciones/10_5.aspx
51,blasco ibáñez,5,10,/tu-transporte-publico/metro-ligero/estaciones/10_6.aspx
51,maría tudor,6,10,/tu-transporte-publico/metro-ligero/estaciones/10_7.aspx
51,palas de rey,7,10,/tu-transporte-publico/metro-ligero/estaciones/10_8.aspx
51,las tablas,8,10,/tu-transporte-publico/metro-ligero/estaciones/10_9.aspx
1,príncipe pío,0,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_61.aspx
1,pirámides,1,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_57.aspx
1,delicias,2,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_25.aspx
1,méndez álvaro,3,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_46.aspx
1,atocha,4,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_11.aspx
1,recoletos,5,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_65.aspx
1,nuevos ministerios,6,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_51.aspx
1,chamartín,7,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_18.aspx
1,fuente de la mora,8,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_133.aspx
1,valdebebas,9,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_144.aspx
1,aeropuerto t4,10,5,/tu-transporte-publico/cercanias-renfe/estaciones/5_142.aspx
